	entrez	genesymbol	pathway	pathway desc	NCBI protein	uniprot
6154	19419	Rasgrp1	path:mmu04010	MAPK signaling pathway	NP_035376	Q9Z1S3
6155	19697	Rela	path:mmu04010	MAPK signaling pathway	NP_033071	Q04207
6156	19698	Relb	path:mmu04010	MAPK signaling pathway	NP_001277386	Q04863
6157	20111	Rps6ka1	path:mmu04010	MAPK signaling pathway	NP_001272434	P18653
6158	20112	Rps6ka2	path:mmu04010	MAPK signaling pathway	NP_035429	Q7TPD5
6159	20130	Rras	path:mmu04010	MAPK signaling pathway	NP_033127	P10833
6160	20662	Sos1	path:mmu04010	MAPK signaling pathway	NP_033257	Q3USK4
6161	20663	Sos2	path:mmu04010	MAPK signaling pathway	NP_001129031	A0A0A0MQ87
6162	20807	Srf	path:mmu04010	MAPK signaling pathway	NP_065239	Q9JM73
6163	211429	Pla2g4b	path:mmu04010	MAPK signaling pathway	NP_663353	B7ZCM8
6164	215449	Rap1b	path:mmu04010	MAPK signaling pathway	NP_077777	Q52L50
6165	216869	Arrb2	path:mmu04010	MAPK signaling pathway	NP_001258287	J3JS97
6166	216965	Taok1	path:mmu04010	MAPK signaling pathway	NP_659074	B2RX66
6167	21803	Tgfb1	path:mmu04010	MAPK signaling pathway	NP_035707	P04202
6168	21808	Tgfb2	path:mmu04010	MAPK signaling pathway	NP_033393	P27090
6169	21809	Tgfb3	path:mmu04010	MAPK signaling pathway	NP_033394	Q91YU7
6170	21812	Tgfbr1	path:mmu04010	MAPK signaling pathway	NP_033396	Q4FJL1
6171	21813	Tgfbr2	path:mmu04010	MAPK signaling pathway	NP_033397	Q543C0
6172	218397	Rasa1	path:mmu04010	MAPK signaling pathway	NP_663427	E9PYG6
6173	21926	Tnf	path:mmu04010	MAPK signaling pathway	NP_001265530	P06804
6174	21937	Tnfrsf1a	path:mmu04010	MAPK signaling pathway	NP_035739	P25118
6175	22030	Traf2	path:mmu04010	MAPK signaling pathway	NP_001277342	P39429
6176	22034	Traf6	path:mmu04010	MAPK signaling pathway	NP_001290202	P70196
6177	22059	Tp53	path:mmu04010	MAPK signaling pathway	NP_001120705	P02340
6178	224105	Pak2	path:mmu04010	MAPK signaling pathway	NP_796300	Q5DTJ2
6179	225028	Map4k3	path:mmu04010	MAPK signaling pathway	NP_001277274	Q8BV99
6180	232889	Pla2g4c	path:mmu04010	MAPK signaling pathway	NP_001004762	Q64GA5
6181	233046	Rasgrp4	path:mmu04010	MAPK signaling pathway	NP_001167626	Q8BTM9
6182	235584	Dusp7	path:mmu04010	MAPK signaling pathway	NP_703189	Q3TY83
6183	23797	Akt3	path:mmu04010	MAPK signaling pathway	NP_035915	Q8C6X4
6184	23882	Gadd45g	path:mmu04010	MAPK signaling pathway	NP_035947	Q9R0S0
6185	23938	Map2k5	path:mmu04010	MAPK signaling pathway	NP_035970	Q9WVS7
6186	23939	Mapk7	path:mmu04010	MAPK signaling pathway	NP_001277962	Q9WVS8
6187	239556	Cacna1i	path:mmu04010	MAPK signaling pathway	NP_001037773	E9Q7P2
6188	240168	Rasgrp3	path:mmu04010	MAPK signaling pathway	NP_001159965	Q6NZH9
6189	240672	Dusp5	path:mmu04010	MAPK signaling pathway	NP_001078859	Q1HL35
6190	26395	Map2k1	path:mmu04010	MAPK signaling pathway	NP_032953	P31938
6191	26396	Map2k2	path:mmu04010	MAPK signaling pathway	NP_075627	Q3USU3
6192	26397	Map2k3	path:mmu04010	MAPK signaling pathway	NP_032954	O09110
6193	26398	Map2k4	path:mmu04010	MAPK signaling pathway	NP_033183	P47809
6194	26399	Map2k6	path:mmu04010	MAPK signaling pathway	NP_036073	P70236
6195	26400	Map2k7	path:mmu04010	MAPK signaling pathway	NP_001036022	Q8CE90
6196	26401	Map3k1	path:mmu04010	MAPK signaling pathway	NP_036075	F8VQ72
6197	26403	Map3k11	path:mmu04010	MAPK signaling pathway	NP_071295	Q80XI6
6198	26404	Map3k12	path:mmu04010	MAPK signaling pathway	NP_001157115	Q60700
6199	26405	Map3k2	path:mmu04010	MAPK signaling pathway	NP_036076	G5E8L8
6200	26406	Map3k3	path:mmu04010	MAPK signaling pathway	NP_036077	Q61084
6201	26407	Map3k4	path:mmu04010	MAPK signaling pathway	NP_036078	O08648
6202	26408	Map3k5	path:mmu04010	MAPK signaling pathway	NP_032606	O35099
6203	26409	Map3k7	path:mmu04010	MAPK signaling pathway	NP_033342	Q543B5
6204	26410	Map3k8	path:mmu04010	MAPK signaling pathway	NP_031772	Q07174
6205	26411	Map4k1	path:mmu04010	MAPK signaling pathway	NP_032305	P70218
6206	26412	Map4k2	path:mmu04010	MAPK signaling pathway	NP_001278716	Q61161
6207	26413	Mapk1	path:mmu04010	MAPK signaling pathway	NP_001033752	P63085
6208	26414	Mapk10	path:mmu04010	MAPK signaling pathway	NP_001075036	Q8C9D4
6209	26415	Mapk13	path:mmu04010	MAPK signaling pathway	NP_036080	Q3UIB2
6210	26416	Mapk14	path:mmu04010	MAPK signaling pathway	NP_001161980	P47811
6211	26417	Mapk3	path:mmu04010	MAPK signaling pathway	NP_036082	Q63844
6212	26419	Mapk8	path:mmu04010	MAPK signaling pathway	NP_057909	Q544A0
6213	26420	Mapk9	path:mmu04010	MAPK signaling pathway	NP_001157143	Q8C094
6214	26921	Map4k4	path:mmu04010	MAPK signaling pathway	NP_001239129	A0A0A6YW53
6215	26940	Ecsit	path:mmu04010	MAPK signaling pathway	NP_001240826	Q9QZH6
6216	271844	Pla2g4f	path:mmu04010	MAPK signaling pathway	NP_001019316	Q50L41
6217	286940	Flnb	path:mmu04010	MAPK signaling pathway	NP_001074896	Q80X90
6218	29857	Mapk12	path:mmu04010	MAPK signaling pathway	NP_038899	O08911
6219	30957	Mapk8ip3	path:mmu04010	MAPK signaling pathway	NP_001156919	Q9ESN9
6220	319520	Dusp4	path:mmu04010	MAPK signaling pathway	NP_795907	Q8BFV3
6221	319734	Cacna2d4	path:mmu04010	MAPK signaling pathway	NP_001028554	F8VPL1
6222	320139	Ptpn7	path:mmu04010	MAPK signaling pathway	NP_796055	Q8BUM3
6223	329502	Pla2g4e	path:mmu04010	MAPK signaling pathway	NP_808513	Q50L42
6224	330177	Taok3	path:mmu04010	MAPK signaling pathway	NP_001074777	Q8BYC6
6225	381921	Taok2	path:mmu04010	MAPK signaling pathway	NP_001157246	Q6ZQ29
6226	53608	Map3k6	path:mmu04010	MAPK signaling pathway	NP_057902	A0A0A0MQ82
6227	53859	Map3k14	path:mmu04010	MAPK signaling pathway	NP_058592	Q544K4
6228	54376	Cacng3	path:mmu04010	MAPK signaling pathway	NP_062303	Q9JJV5
6229	54377	Cacng4	path:mmu04010	MAPK signaling pathway	NP_062304	A2AAU2
6230	54378	Cacng6	path:mmu04010	MAPK signaling pathway	NP_573446	Q14C42
6231	54652	Cacna1f	path:mmu04010	MAPK signaling pathway	NP_062528	Q7TNI3
6232	56274	Stk3	path:mmu04010	MAPK signaling pathway	NP_062609	Q9JI10
6233	56613	Rps6ka4	path:mmu04010	MAPK signaling pathway	NP_064308	Q9Z2B9
6234	56636	Fgf21	path:mmu04010	MAPK signaling pathway	NP_064397	Q9JJN1
6235	56692	Lamtor3	path:mmu04010	MAPK signaling pathway	NP_064304	O88653
6236	56808	Cacna2d2	path:mmu04010	MAPK signaling pathway	NP_001167518	Q6PHS9
6237	58231	Stk4	path:mmu04010	MAPK signaling pathway	NP_067395	Q9JI11
6238	60597	Mapk8ip2	path:mmu04010	MAPK signaling pathway	NP_068740	Q548W8
6239	63953	Dusp10	path:mmu04010	MAPK signaling pathway	NP_071302	Q9ESS0
6240	64654	Fgf23	path:mmu04010	MAPK signaling pathway	NP_073148	Q3U1V5
6241	65964	Zak	path:mmu04010	MAPK signaling pathway	NP_001158263	Q3TRG2
6242	66513	Tab1	path:mmu04010	MAPK signaling pathway	NP_079885	Q8CF89
6243	66922	Rras2	path:mmu04010	MAPK signaling pathway	NP_080122	P62071
6244	67071	Rps6ka6	path:mmu04010	MAPK signaling pathway	NP_080225	E9QK39
6245	67112	Fgf22	path:mmu04010	MAPK signaling pathway	NP_075793	Q9ESS2
6246	67603	Dusp6	path:mmu04010	MAPK signaling pathway	NP_080544	Q9DBB1
6247	68652	Tab2	path:mmu04010	MAPK signaling pathway	NP_619608	Q99K90
6248	68794	Flnc	path:mmu04010	MAPK signaling pathway	NP_001074654	Q8VHX6
6249	71751	Map3k13	path:mmu04010	MAPK signaling pathway	NP_766409	Q1HKZ5
6250	72349	Dusp3	path:mmu04010	MAPK signaling pathway	NP_082483	Q9D7X3
6251	73086	Rps6ka5	path:mmu04010	MAPK signaling pathway	NP_705815	Q8C050
6252	75590	Dusp9	path:mmu04010	MAPK signaling pathway	NP_083628	Q7TNL7
6253	76089	Rapgef2	path:mmu04010	MAPK signaling pathway	NP_001093094	E9QNQ4
6254	78390	Pla2g4d	path:mmu04010	MAPK signaling pathway	NP_001019308	Q50L43
6255	78405	Ntf4	path:mmu04010	MAPK signaling pathway	NP_937833	Q80VU4
6256	80857	Fgf20	path:mmu04010	MAPK signaling pathway	NP_085113	Q9ESL9
6257	80903	Fgf16	path:mmu04010	MAPK signaling pathway	NP_085117	Q9ESL8
6258	81904	Cacng7	path:mmu04010	MAPK signaling pathway	NP_573452	B9EJ14
6259	81905	Cacng8	path:mmu04010	MAPK signaling pathway	NP_573453	Q8VHW2
6260	67895	Ppa1	path:mmu00190	Oxidative phosphorylation	NP_080714	Q9D819
6261	100042150	Nrg2	path:mmu04012	ErbB signaling pathway	NP_001161363	D3YZR2
6262	108058	Camk2d	path:mmu04012	ErbB signaling pathway	NP_001020609	Q6PHZ2
6263	109880	Braf	path:mmu04012	ErbB signaling pathway	NP_647455	P28028
6264	110157	Raf1	path:mmu04012	ErbB signaling pathway	NP_084056	Q99N57
6265	11350	Abl1	path:mmu04012	ErbB signaling pathway	NP_001106174	P00520
6266	11352	Abl2	path:mmu04012	ErbB signaling pathway	NP_001129576	B2RQ57
6267	11651	Akt1	path:mmu04012	ErbB signaling pathway	NP_001159366	P31750
6268	11652	Akt2	path:mmu04012	ErbB signaling pathway	NP_001103678	Q3TY95
6269	11836	Araf	path:mmu04012	ErbB signaling pathway	NP_001153117	P04627
6270	11839	Areg	path:mmu04012	ErbB signaling pathway	NP_033834	P31955
6271	12015	Bad	path:mmu04012	ErbB signaling pathway	NP_001272382	Q3U9H3
6272	12223	Btc	path:mmu04012	ErbB signaling pathway	NP_031594	Q05928
6273	12322	Camk2a	path:mmu04012	ErbB signaling pathway	NP_001273738	F8WHB5
6274	12323	Camk2b	path:mmu04012	ErbB signaling pathway	NP_001167524	Q68EG2
6275	12325	Camk2g	path:mmu04012	ErbB signaling pathway	NP_001034227	Q6ZWS7
6276	12402	Cbl	path:mmu04012	ErbB signaling pathway	NP_031645	P22682
6277	12575	Cdkn1a	path:mmu04012	ErbB signaling pathway	NP_001104569	P39689
6278	12576	Cdkn1b	path:mmu04012	ErbB signaling pathway	NP_034005	P46414
6279	12928	Crk	path:mmu04012	ErbB signaling pathway	NP_001264148	Q8JZR2
6280	12929	Crkl	path:mmu04012	ErbB signaling pathway	NP_001264160	P47941
6281	13645	Egf	path:mmu04012	ErbB signaling pathway	NP_034243	P01132
6282	13649	Egfr	path:mmu04012	ErbB signaling pathway	NP_031938	Q9WVF5
6283	13685	Eif4ebp1	path:mmu04012	ErbB signaling pathway	NP_031944	Q60876
6284	13712	Elk1	path:mmu04012	ErbB signaling pathway	NP_031948	P41969
6285	13866	Erbb2	path:mmu04012	ErbB signaling pathway	NP_001003817	P70424
6286	13867	Erbb3	path:mmu04012	ErbB signaling pathway	NP_034283	Q61526
6287	13869	Erbb4	path:mmu04012	ErbB signaling pathway	NP_034284	Q61527
6288	13874	Ereg	path:mmu04012	ErbB signaling pathway	NP_031976	Q61521
6289	14083	Ptk2	path:mmu04012	ErbB signaling pathway	NP_001123881	P34152
6290	14784	Grb2	path:mmu04012	ErbB signaling pathway	NP_032189	Q3U5I5
6291	15200	Hbegf	path:mmu04012	ErbB signaling pathway	NP_034545	Q06186
6292	15461	Hras	path:mmu04012	ErbB signaling pathway	NP_001123915	Q61411
6293	16476	Jun	path:mmu04012	ErbB signaling pathway	NP_034721	P05627
6294	16653	Kras	path:mmu04012	ErbB signaling pathway	NP_067259	P32883
6295	17869	Myc	path:mmu04012	ErbB signaling pathway	NP_001170823	B2RSN1
6296	17973	Nck1	path:mmu04012	ErbB signaling pathway	NP_035008	Q99M51
6297	17974	Nck2	path:mmu04012	ErbB signaling pathway	NP_035009	O55033
6298	18176	Nras	path:mmu04012	ErbB signaling pathway	NP_035067	Q3TMF4
6299	18479	Pak1	path:mmu04012	ErbB signaling pathway	NP_035165	G5E884
6300	18481	Pak3	path:mmu04012	ErbB signaling pathway	NP_001181975	B1GX81
6301	18706	Pik3ca	path:mmu04012	ErbB signaling pathway	NP_032865	P42337
6302	18707	Pik3cd	path:mmu04012	ErbB signaling pathway	NP_001025008	Q3T9Y0
6303	18708	Pik3r1	path:mmu04012	ErbB signaling pathway	NP_001020126	Q3TP23
6304	18709	Pik3r2	path:mmu04012	ErbB signaling pathway	NP_032867	O08908
6305	18710	Pik3r3	path:mmu04012	ErbB signaling pathway	NP_853616	Q3UXE9
6306	18750	Prkca	path:mmu04012	ErbB signaling pathway	NP_035231	P20444
6307	18751	Prkcb	path:mmu04012	ErbB signaling pathway	NP_032881	P68404
6308	18752	Prkcg	path:mmu04012	ErbB signaling pathway	NP_001278363	Q2NKI4
6309	18803	Plcg1	path:mmu04012	ErbB signaling pathway	NP_067255	Q62077
6310	20416	Shc1	path:mmu04012	ErbB signaling pathway	NP_001106802	P98083
6311	20418	Shc3	path:mmu04012	ErbB signaling pathway	NP_033193	Q61120
6312	20662	Sos1	path:mmu04012	ErbB signaling pathway	NP_033257	Q3USK4
6313	20663	Sos2	path:mmu04012	ErbB signaling pathway	NP_001129031	A0A0A0MQ87
6314	20779	Src	path:mmu04012	ErbB signaling pathway	NP_001020566	P05480
6315	20850	Stat5a	path:mmu04012	ErbB signaling pathway	NP_001157534	B2C3G8
6316	20851	Stat5b	path:mmu04012	ErbB signaling pathway	NP_001107035	P42232
6317	208650	Cblb	path:mmu04012	ErbB signaling pathway	NP_001028410	B9EKI5
6318	211323	Nrg1	path:mmu04012	ErbB signaling pathway	NP_848706	Q6DR99
6319	214230	Pak6	path:mmu04012	ErbB signaling pathway	NP_001028426	Q3ULB5
6320	216148	Shc2	path:mmu04012	ErbB signaling pathway	NP_001019710	Q8BMC3
6321	21802	Tgfa	path:mmu04012	ErbB signaling pathway	NP_112476	P48030
6322	224105	Pak2	path:mmu04012	ErbB signaling pathway	NP_796300	Q5DTJ2
6323	234779	Plcg2	path:mmu04012	ErbB signaling pathway	NP_758489	Q8CIH5
6324	23797	Akt3	path:mmu04012	ErbB signaling pathway	NP_035915	Q8C6X4
6325	241656	Pak7	path:mmu04012	ErbB signaling pathway	NP_766446	Q8C015
6326	26395	Map2k1	path:mmu04012	ErbB signaling pathway	NP_032953	P31938
6327	26396	Map2k2	path:mmu04012	ErbB signaling pathway	NP_075627	Q3USU3
6328	26398	Map2k4	path:mmu04012	ErbB signaling pathway	NP_033183	P47809
6329	26400	Map2k7	path:mmu04012	ErbB signaling pathway	NP_001036022	Q8CE90
6330	26413	Mapk1	path:mmu04012	ErbB signaling pathway	NP_001033752	P63085
6331	26414	Mapk10	path:mmu04012	ErbB signaling pathway	NP_001075036	Q8C9D4
6332	26417	Mapk3	path:mmu04012	ErbB signaling pathway	NP_036082	Q63844
6333	26419	Mapk8	path:mmu04012	ErbB signaling pathway	NP_057909	Q544A0
6334	26420	Mapk9	path:mmu04012	ErbB signaling pathway	NP_001157143	Q8C094
6335	271849	Shc4	path:mmu04012	ErbB signaling pathway	NP_950187	Q6S5L9
6336	30955	Pik3cg	path:mmu04012	ErbB signaling pathway	NP_001139672	Q3UVA4
6337	320207	Pik3r5	path:mmu04012	ErbB signaling pathway	NP_796294	A1A4T4
6338	56637	Gsk3b	path:mmu04012	ErbB signaling pathway	NP_062801	Q5KU03
6339	56717	Mtor	path:mmu04012	ErbB signaling pathway	NP_064393	Q9JLN9
6340	58988	Rps6kb2	path:mmu04012	ErbB signaling pathway	NP_067460	Q9Z1M4
6341	70584	Pak4	path:mmu04012	ErbB signaling pathway	NP_081746	Q8BTW9
6342	72508	Rps6kb1	path:mmu04012	ErbB signaling pathway	NP_001107806	Q3UXD8
6343	74769	Pik3cb	path:mmu04012	ErbB signaling pathway	NP_083370	Q8BTI9
6344	80794	Cblc	path:mmu04012	ErbB signaling pathway	NP_001155316	G3X9U0
6345	83961	Nrg4	path:mmu04012	ErbB signaling pathway	NP_114391	Q9WTX4
6346	100043507	Gng5	path:mmu04014	Ras signaling pathway	XP_003945606	Q3UKC8
6347	100503710	Gm5741	path:mmu04014	Ras signaling pathway	NP_001182460	B2RVA4
6348	102641276	Gng5	path:mmu04014	Ras signaling pathway	XP_006544124	Q3UKC8
6349	109905	Rap1a	path:mmu04014	Ras signaling pathway	NP_663516	P62835
6350	110157	Raf1	path:mmu04014	Ras signaling pathway	NP_084056	Q99N57
6351	11350	Abl1	path:mmu04014	Ras signaling pathway	NP_001106174	P00520
6352	11352	Abl2	path:mmu04014	Ras signaling pathway	NP_001129576	B2RQ57
6353	114713	Rasa2	path:mmu04014	Ras signaling pathway	NP_444498	P58069
6354	11601	Angpt2	path:mmu04014	Ras signaling pathway	NP_031452	B9EHQ4
6355	11602	Angpt4	path:mmu04014	Ras signaling pathway	NP_033771	Q3V0P7
6356	11651	Akt1	path:mmu04014	Ras signaling pathway	NP_001159366	P31750
6357	11652	Akt2	path:mmu04014	Ras signaling pathway	NP_001103678	Q3TY95
6358	11845	Arf6	path:mmu04014	Ras signaling pathway	NP_031507	P62331
6359	11848	Rhoa	path:mmu04014	Ras signaling pathway	NP_058082	Q4VAE6
6360	12015	Bad	path:mmu04014	Ras signaling pathway	NP_001272382	Q3U9H3
6361	12048	Bcl2l1	path:mmu04014	Ras signaling pathway	NP_001276645	Q5HZH3
6362	12313	Calm1	path:mmu04014	Ras signaling pathway	NP_033920	P62204
6363	12314	Calm1	path:mmu04014	Ras signaling pathway	NP_031615	P62204
6364	12315	Calm1	path:mmu04014	Ras signaling pathway	NP_031616	P62204
6365	12540	Cdc42	path:mmu04014	Ras signaling pathway	NP_001230698	P60766
6366	12675	Chuk	path:mmu04014	Ras signaling pathway	NP_001155882	E9Q605
6367	12977	Csf1	path:mmu04014	Ras signaling pathway	NP_001107001	P07141
6368	12978	Csf1r	path:mmu04014	Ras signaling pathway	NP_001032948	P09581
6369	13636	Efna1	path:mmu04014	Ras signaling pathway	NP_001155897	D3YTT5
6370	13637	Efna2	path:mmu04014	Ras signaling pathway	NP_031935	P52801
6371	13638	Efna3	path:mmu04014	Ras signaling pathway	NP_034238	O08545
6372	13639	Efna4	path:mmu04014	Ras signaling pathway	NP_031936	O08542
6373	13640	Efna5	path:mmu04014	Ras signaling pathway	NP_034239	O08543
6374	13645	Egf	path:mmu04014	Ras signaling pathway	NP_034243	P01132
6375	13649	Egfr	path:mmu04014	Ras signaling pathway	NP_031938	Q9WVF5
6376	13712	Elk1	path:mmu04014	Ras signaling pathway	NP_031948	P41969
6377	13836	Epha2	path:mmu04014	Ras signaling pathway	NP_034269	Q03145
6378	14103	Fasl	path:mmu04014	Ras signaling pathway	NP_001192172	Q99PH8
6379	14164	Fgf1	path:mmu04014	Ras signaling pathway	NP_034327	P61148
6380	14165	Fgf10	path:mmu04014	Ras signaling pathway	NP_032028	O35565
6381	14166	Fgf11	path:mmu04014	Ras signaling pathway	NP_001278033	P70378
6382	14167	Fgf12	path:mmu04014	Ras signaling pathway	NP_001263348	P61329
6383	14169	Fgf14	path:mmu04014	Ras signaling pathway	NP_034331	P70379
6384	14170	Fgf15	path:mmu04014	Ras signaling pathway	NP_032029	O35622
6385	14171	Fgf17	path:mmu04014	Ras signaling pathway	NP_032030	P63075
6386	14172	Fgf18	path:mmu04014	Ras signaling pathway	NP_032031	O89101
6387	14173	Fgf2	path:mmu04014	Ras signaling pathway	NP_032032	P15655
6388	14174	Fgf3	path:mmu04014	Ras signaling pathway	NP_032033	Q0VG15
6389	14175	Fgf4	path:mmu04014	Ras signaling pathway	NP_034332	P11403
6390	14176	Fgf5	path:mmu04014	Ras signaling pathway	NP_001264197	P15656
6391	14177	Fgf6	path:mmu04014	Ras signaling pathway	NP_034334	P21658
6392	14178	Fgf7	path:mmu04014	Ras signaling pathway	NP_032034	P36363
6393	14179	Fgf8	path:mmu04014	Ras signaling pathway	NP_001159833	Q80ZL6
6394	14180	Fgf9	path:mmu04014	Ras signaling pathway	NP_038546	P54130
6395	14182	Fgfr1	path:mmu04014	Ras signaling pathway	NP_001073377	P16092
6396	14183	Fgfr2	path:mmu04014	Ras signaling pathway	NP_034337	E9QK53
6397	14184	Fgfr3	path:mmu04014	Ras signaling pathway	NP_001156687	Q7TSI8
6398	14186	Fgfr4	path:mmu04014	Ras signaling pathway	NP_032037	Q03142
6399	14254	Flt1	path:mmu04014	Ras signaling pathway	NP_034358	P35969
6400	14257	Flt4	path:mmu04014	Ras signaling pathway	NP_032055	P35917
6401	14389	Gab2	path:mmu04014	Ras signaling pathway	NP_001155949	Q3ZB59
6402	14688	Gnb1	path:mmu04014	Ras signaling pathway	NP_001153488	P62874
6403	14693	Gnb2	path:mmu04014	Ras signaling pathway	NP_034442	P62880
6404	14695	Gnb3	path:mmu04014	Ras signaling pathway	NP_038558	Q54AE3
6405	14696	Gnb4	path:mmu04014	Ras signaling pathway	NP_038559	P29387
6406	14697	Gnb5	path:mmu04014	Ras signaling pathway	NP_034443	P62881
6407	14699	Gngt1	path:mmu04014	Ras signaling pathway	NP_034444	Q61012
6408	14700	Gng10	path:mmu04014	Ras signaling pathway	NP_079553	Q9CXP8
6409	14701	Gng12	path:mmu04014	Ras signaling pathway	NP_001171027	Q9DAS9
6410	14702	Gng2	path:mmu04014	Ras signaling pathway	NP_001033726	P63213
6411	14704	Gng3	path:mmu04014	Ras signaling pathway	NP_034446	P63216
6412	14706	Gng4	path:mmu04014	Ras signaling pathway	NP_001289926	P50153
6413	14707	Gng5	path:mmu04014	Ras signaling pathway	NP_034448	Q3UKC8
6414	14708	Gng7	path:mmu04014	Ras signaling pathway	NP_001033744	G3X9Q2
6415	14709	Gng8	path:mmu04014	Ras signaling pathway	NP_034450	P63078
6416	14710	Gngt2	path:mmu04014	Ras signaling pathway	NP_001033753	A2A614
6417	14784	Grb2	path:mmu04014	Ras signaling pathway	NP_032189	Q3U5I5
6418	14810	Grin1	path:mmu04014	Ras signaling pathway	NP_001171127	A2AI16
6419	14811	Grin2a	path:mmu04014	Ras signaling pathway	NP_032196	P35436
6420	14812	Grin2b	path:mmu04014	Ras signaling pathway	NP_032197	G3X9V4
6421	15234	Hgf	path:mmu04014	Ras signaling pathway	NP_001276387	Q08048
6422	15461	Hras	path:mmu04014	Ras signaling pathway	NP_001123915	Q61411
6423	15566	Htr7	path:mmu04014	Ras signaling pathway	NP_032341	P32304
6424	16000	Igf1	path:mmu04014	Ras signaling pathway	NP_001104744	E9PU89
6425	16001	Igf1r	path:mmu04014	Ras signaling pathway	NP_034643	E9QNX9
6426	16150	Ikbkb	path:mmu04014	Ras signaling pathway	NP_001153246	Q5D0E0
6427	16151	Ikbkg	path:mmu04014	Ras signaling pathway	NP_001129539	Q7TSS3
6428	16333	Ins1	path:mmu04014	Ras signaling pathway	NP_032412	P01325
6429	16334	Ins2	path:mmu04014	Ras signaling pathway	NP_001172012	P01326
6430	16337	Insr	path:mmu04014	Ras signaling pathway	NP_034698	P15208
6431	16542	Kdr	path:mmu04014	Ras signaling pathway	NP_034742	Q8VCD0
6432	16590	Kit	path:mmu04014	Ras signaling pathway	NP_001116205	P05532
6433	16653	Kras	path:mmu04014	Ras signaling pathway	NP_067259	P32883
6434	16706	Ksr1	path:mmu04014	Ras signaling pathway	NP_038599	Q61097
6435	16797	Lat	path:mmu04014	Ras signaling pathway	NP_034819	O54957
6436	170758	Rac3	path:mmu04014	Ras signaling pathway	NP_573486	P60764
6437	17295	Met	path:mmu04014	Ras signaling pathway	NP_032617	A4FUV6
6438	17311	Kitlg	path:mmu04014	Ras signaling pathway	NP_038626	P20826
6439	17356	Mllt4	path:mmu04014	Ras signaling pathway	NP_034936	Q9QZQ1
6440	17532	Mras	path:mmu04014	Ras signaling pathway	NP_032650	O08989
6441	18015	Nf1	path:mmu04014	Ras signaling pathway	NP_035027	Q04690
6442	18033	Nfkb1	path:mmu04014	Ras signaling pathway	NP_032715	P25799
6443	18048	Klk1b4	path:mmu04014	Ras signaling pathway	NP_035045	P00757
6444	18049	Ngf	path:mmu04014	Ras signaling pathway	NP_001106168	P01139
6445	18053	Ngfr	path:mmu04014	Ras signaling pathway	NP_150086	Q8CFT3
6446	18176	Nras	path:mmu04014	Ras signaling pathway	NP_035067	Q3TMF4
6447	18479	Pak1	path:mmu04014	Ras signaling pathway	NP_035165	G5E884
6448	18481	Pak3	path:mmu04014	Ras signaling pathway	NP_001181975	B1GX81
6449	18590	Pdgfa	path:mmu04014	Ras signaling pathway	NP_032834	P20033
6450	18591	Pdgfb	path:mmu04014	Ras signaling pathway	NP_035187	P31240
6451	18595	Pdgfra	path:mmu04014	Ras signaling pathway	NP_001076785	P26618
6452	18596	Pdgfrb	path:mmu04014	Ras signaling pathway	NP_001139740	E9QPE2
6453	18654	Pgf	path:mmu04014	Ras signaling pathway	NP_001258634	Q544A5
6454	18706	Pik3ca	path:mmu04014	Ras signaling pathway	NP_032865	P42337
6455	18707	Pik3cd	path:mmu04014	Ras signaling pathway	NP_001025008	Q3T9Y0
6456	18708	Pik3r1	path:mmu04014	Ras signaling pathway	NP_001020126	Q3TP23
6457	18709	Pik3r2	path:mmu04014	Ras signaling pathway	NP_032867	O08908
6458	18710	Pik3r3	path:mmu04014	Ras signaling pathway	NP_853616	Q3UXE9
6459	18747	Prkaca	path:mmu04014	Ras signaling pathway	NP_001264827	P05132
6460	18749	Prkacb	path:mmu04014	Ras signaling pathway	NP_001157670	P68181
6461	18750	Prkca	path:mmu04014	Ras signaling pathway	NP_035231	P20444
6462	18751	Prkcb	path:mmu04014	Ras signaling pathway	NP_032881	P68404
6463	18752	Prkcg	path:mmu04014	Ras signaling pathway	NP_001278363	Q2NKI4
6464	18778	Pla2g1b	path:mmu04014	Ras signaling pathway	NP_035237	Q9Z0Y2
6465	18780	Pla2g2a	path:mmu04014	Ras signaling pathway	NP_001076000	P31482
6466	18781	Pla2g2c	path:mmu04014	Ras signaling pathway	NP_032894	A2APR1
6467	18782	Pla2g2d	path:mmu04014	Ras signaling pathway	NP_035239	Q3TYT9
6468	18783	Pla2g4a	path:mmu04014	Ras signaling pathway	NP_001292561	Q9DBX5
6469	18784	Pla2g5	path:mmu04014	Ras signaling pathway	NP_001116426	P97391
6470	18803	Plcg1	path:mmu04014	Ras signaling pathway	NP_067255	Q62077
6471	18805	Pld1	path:mmu04014	Ras signaling pathway	NP_001157528	Q3UWT7
6472	18806	Pld2	path:mmu04014	Ras signaling pathway	NP_001289404	Q3UNY4
6473	19247	Ptpn11	path:mmu04014	Ras signaling pathway	NP_001103462	P35235
6474	19344	Rab5b	path:mmu04014	Ras signaling pathway	NP_803130	B2RPS1
6475	19345	Rab5c	path:mmu04014	Ras signaling pathway	NP_001291932	Q3TJ39
6476	19353	Rac1	path:mmu04014	Ras signaling pathway	NP_033033	K7Q7T7
6477	19354	Rac2	path:mmu04014	Ras signaling pathway	NP_033034	Q05144
6478	19395	Rasgrp2	path:mmu04014	Ras signaling pathway	NP_035372	Q9QUG9
